Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
850.0,2,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.0,1900000,Ready_to_move,New_Property,Apartment,2235.0
2400.0,4,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",1.0,70000000,Ready_to_move,New_Property,Apartment,2235.0
1350.0,3,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000,Ready_to_move,New_Property,Apartment,3800.0
540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,5000.0
1387.0,4,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000,Ready_to_move,New_Property,Apartment,4247.0
540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000,Ready_to_move,New_Property,Apartment,6111.0
976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",1.0,24900000,Ready_to_move,New_Property,Apartment,25512.0
1050.0,3,2.0,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.0,3700000,Ready_to_move,New_Property,Apartment,3524.0
2700.0,4,3.0,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.0,60000000,Ready_to_move,New_Property,Builder_Floor,22222.0
1500.0,3,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000,Ready_to_move,Resale,Apartment,22222.0
2900.0,5,5.0,Furnished,Janakpuri Block A3,1.0,51000000,Almost_ready,New_Property,Builder_Floor,22222.0
5025.0,5,6.0,Unfurnished,Greater Kailash 2,4.0,170000000,Almost_ready,New_Property,Builder_Floor,22222.0
1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,22222.0
1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000,Almost_ready,Resale,Apartment,22222.0
2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,57000000,Almost_ready,New_Property,Apartment,24718.0
850.0,2,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.0,2940000,Almost_ready,New_Property,Apartment,24718.0
1200.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000,Ready_to_move,Resale,Apartment,24718.0
1700.0,3,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,24718.0
1800.0,4,3.0,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.0,55000000,Ready_to_move,Resale,Builder_Floor,30556.0
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,1.0,15000000,Ready_to_move,Resale,Apartment,30556.0
22050.0,4,4.0,Semi-Furnished,Greater Kailash 1,2.0,51000000,Almost_ready,New_Property,Builder_Floor,30556.0
1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,1.0,13000000,Ready_to_move,New_Property,Builder_Floor,30556.0
1600.0,3,3.0,Semi-Furnished,Greater Kailash 1,1.0,30000000,Ready_to_move,New_Property,Builder_Floor,18750.0
700.0,2,2.0,Semi-Furnished,"Khanpur, Madangir",1.0,2400000,Ready_to_move,New_Property,Builder_Floor,18750.0
45.0,4,3.0,Unfurnished,"Batla House, Okhla",1.0,5500000,Ready_to_move,New_Property,Builder_Floor,18750.0
3510.0,4,4.0,Semi-Furnished,"Friends Colony West, New Friends Colony",2.0,45000000,Ready_to_move,Resale,Builder_Floor,
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,60000000,Ready_to_move,New_Property,Builder_Floor,120000.0
1800.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,65000000,Ready_to_move,New_Property,Builder_Floor,120000.0
6000.0,5,5.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",9.0,220000000,Ready_to_move,New_Property,Builder_Floor,120000.0
4300.0,4,4.0,Unfurnished,New Friends Colony ,2.0,60000000,Ready_to_move,Resale,Builder_Floor,120000.0
1700.0,3,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,38500000,Ready_to_move,New_Property,Builder_Floor,120000.0
2500.0,3,3.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,50000000,Ready_to_move,Resale,Apartment,120000.0
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,75000000,Ready_to_move,New_Property,Builder_Floor,120000.0
2450.0,4,4.0,Furnished,"Friends Colony West, New Friends Colony",2.0,70000000,Ready_to_move,New_Property,Builder_Floor,120000.0
10350.0,4,7.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",3.0,160000000,Ready_to_move,New_Property,Apartment,15459.0
4800.0,3,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",1.0,85000000,Ready_to_move,Resale,Builder_Floor,15459.0
1600.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,40000000,Ready_to_move,Resale,Apartment,15459.0
3500.0,4,4.0,Unfurnished,New Friends Colony,2.0,90000000,Ready_to_move,Resale,Builder_Floor,15459.0
2100.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,56000000,Ready_to_move,New_Property,Builder_Floor,15459.0
4200.0,5,5.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,135500000,Ready_to_move,New_Property,Builder_Floor,15459.0
1500.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,60000000,Ready_to_move,New_Property,Builder_Floor,15459.0
8150.0,4,5.0,Unfurnished,"Maharani Bagh, New Friends Colony",4.0,170000000,Ready_to_move,New_Property,Builder_Floor,15459.0
2200.0,4,4.0,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2.0,50000000,Ready_to_move,Resale,Builder_Floor,15459.0
3500.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,58000000,Ready_to_move,New_Property,Builder_Floor,15459.0
2070.0,3,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,37500000,Ready_to_move,New_Property,Builder_Floor,15459.0
3500.0,3,3.0,Unfurnished,"Maharani Bagh, New Friends Colony",1.0,45000000,Ready_to_move,Resale,Builder_Floor,15459.0
2000.0,4,4.0,Semi-Furnished,New Friends Colony,3.0,70000000,Ready_to_move,New_Property,Builder_Floor,15459.0
2800.0,6,4.0,Semi-Furnished,"Taimoor Enclave, New Friends Colony ",2.0,29500000,Ready_to_move,Resale,Apartment,15459.0
2550.0,4,4.0,Unfurnished,New Friends Colony,1.0,60000000,Ready_to_move,Resale,Builder_Floor,23529.0
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,70000000,Ready_to_move,Resale,Builder_Floor,23529.0
1400.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,50000000,Ready_to_move,New_Property,Builder_Floor,23529.0
2800.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,75000000,Ready_to_move,New_Property,Builder_Floor,23529.0
2700.0,4,4.0,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2.0,52500000,Ready_to_move,New_Property,Builder_Floor,23529.0
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,55000000,Ready_to_move,Resale,Builder_Floor,23529.0
7200.0,4,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,120000000,Ready_to_move,Resale,Builder_Floor,16667.0
2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",,65000000,Ready_to_move,New_Property,Builder_Floor,
2650.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,75000000,Ready_to_move,New_Property,Builder_Floor,
2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,New_Property,Builder_Floor,
3500.0,5,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000,Ready_to_move,New_Property,Builder_Floor,20000.0
2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,New_Property,Builder_Floor,20000.0
2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,40000000,Ready_to_move,New_Property,Builder_Floor,20000.0
3500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,85000000,Ready_to_move,New_Property,Builder_Floor,20000.0
1440.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,26000000,Ready_to_move,New_Property,Builder_Floor,20000.0
3150.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,35000000,Ready_to_move,Resale,Builder_Floor,11111.0
900.0,2,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,20000000,Ready_to_move,Resale,Builder_Floor,11111.0
3690.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,79000000,Almost_ready,New_Property,Builder_Floor,21409.0
1200.0,3,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,17000000,Ready_to_move,Resale,Builder_Floor,21409.0
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,Resale,Builder_Floor,95000.0
2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,43000000,Ready_to_move,New_Property,Builder_Floor,15363.0
1350.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,26000000,Ready_to_move,New_Property,Builder_Floor,19259.0
1200.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,25000000,Ready_to_move,New_Property,Builder_Floor,20833.0
2177.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51000000,Ready_to_move,New_Property,Builder_Floor,20833.0
1500.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,40000000,Ready_to_move,New_Property,Builder_Floor,20833.0
1600.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,22500000,Ready_to_move,Resale,Builder_Floor,20833.0
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000,Ready_to_move,New_Property,Builder_Floor,20833.0
2150.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,45000000,Ready_to_move,New_Property,Builder_Floor,20930.0
2107.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51100000,Ready_to_move,New_Property,Apartment,20930.0
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,25500000,Ready_to_move,New_Property,Builder_Floor,20930.0
1240.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,26500000,Ready_to_move,New_Property,Builder_Floor,20930.0
1000.0,2,2.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,15000000,Ready_to_move,Resale,Builder_Floor,20930.0
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,55000000,Ready_to_move,Resale,Builder_Floor,20930.0
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,26000000,Ready_to_move,New_Property,Builder_Floor,20930.0
2000.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,38000000,Ready_to_move,Resale,Builder_Floor,20930.0
4500.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,72500000,Ready_to_move,Resale,Builder_Floor,20930.0
3000.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",4.0,65000000,Ready_to_move,New_Property,Builder_Floor,20930.0
700.0,2,2.0,Unfurnished,"Ram Nagar, Shahdara",,4600000,Ready_to_move,New_Property,Builder_Floor,
750.0,2,2.0,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9200000,Ready_to_move,Resale,Builder_Floor,
1350.0,4,3.0,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2.0,9500000,Ready_to_move,Resale,Apartment,
900.0,2,2.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,
970.0,3,2.0,Semi-Furnished,"Balbir Nagar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor,
1000.0,3,2.0,Furnished,"Rohitash Nagar East, Shahdara",1.0,5650000,Ready_to_move,Resale,Builder_Floor,
1425.0,3,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,9300000,Ready_to_move,Resale,Builder_Floor,6526.0
440.0,2,2.0,Unfurnished,Shahdara,1.0,2700000,Ready_to_move,Resale,Apartment,6526.0
1017.0,2,2.0,Furnished,"Vishwas Nagar, Shahdara",1.0,6500000,Ready_to_move,New_Property,Builder_Floor,6526.0
650.0,2,2.0,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1.0,5800000,Ready_to_move,Resale,Apartment,6526.0
950.0,3,2.0,Semi-Furnished,Shahdara,1.0,5500000,Ready_to_move,Resale,Apartment,6526.0
810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,Resale,Builder_Floor,6526.0
750.0,2,2.0,Unfurnished,"Balbir Nagar, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,6526.0
990.0,2,2.0,Semi-Furnished,Shahdara,2.0,4100000,Ready_to_move,Resale,Builder_Floor,6526.0
800.0,3,2.0,Semi-Furnished,"Ram Nagar, Shahdara",2.0,3800000,Ready_to_move,Resale,Builder_Floor,6526.0
675.0,2,1.0,Unfurnished,Shahdara,1.0,3300000,Ready_to_move,Resale,Apartment,6526.0
558.0,2,1.0,Unfurnished,"Rohtash Nagar, Shahdara",1.0,2900000,Ready_to_move,New_Property,Builder_Floor,6526.0
445.0,2,1.0,Unfurnished,"Ram Nagar Extension, Shahdara",1.0,2000000,Ready_to_move,Resale,Builder_Floor,6526.0
360.0,2,1.0,Unfurnished,"Maujpur, Shahdara",1.0,1550000,Ready_to_move,New_Property,Builder_Floor,6526.0
1350.0,4,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",1.0,11300000,Ready_to_move,New_Property,Builder_Floor,6526.0
850.0,3,2.0,Semi-Furnished,"Gorakh Park West, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,6526.0
846.0,2,1.0,Unfurnished,"Shivnam Apartment, Shahdara",1.0,3300000,Ready_to_move,New_Property,Apartment,3901.0
1300.0,4,3.0,Furnished,"Mansarowar Park, Shahdara",1.0,11500000,Ready_to_move,New_Property,Builder_Floor,3901.0
900.0,3,2.0,Semi-Furnished,"Ram Nagar Extension, Shahdara",1.0,6000000,Almost_ready,New_Property,Builder_Floor,3901.0
1050.0,3,2.0,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1.0,9000000,Ready_to_move,Resale,Apartment,3901.0
850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,3901.0
1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment,3901.0
1150.0,2,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.0,7300000,Ready_to_move,Resale,Apartment,6347.0
495.1394,1,1.0,Furnished,Shahdara,1.0,1900000,Ready_to_move,Resale,Builder_Floor,41304.0
1053.0,3,2.0,Furnished,"Naveen Shahdara, Shahdara",4.0,7000000,Ready_to_move,Resale,Builder_Floor,41304.0
810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,Resale,Builder_Floor,
750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6400000,Ready_to_move,Resale,Builder_Floor,
540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,New_Property,Apartment,5000.0
747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor,8701.0
720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4000000,Ready_to_move,Resale,Builder_Floor,5556.0
376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,3000000,Ready_to_move,New_Property,Apartment,85715.0
1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,5000000,Ready_to_move,Resale,Builder_Floor,4444.0
713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,New_Property,Builder_Floor,4444.0
360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,2500000,Ready_to_move,Resale,Builder_Floor,6944.0
900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Apartment,7222.0
713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,8000000,Ready_to_move,Resale,Apartment,11220.0
504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,Resale,Builder_Floor,5357.0
70.0,1,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4500000,Ready_to_move,Resale,Apartment,5357.0
850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,5700000,Ready_to_move,Resale,Builder_Floor,6706.0
2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,25000000,Ready_to_move,Resale,Builder_Floor,10288.0
2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,70000000,Ready_to_move,Resale,Builder_Floor,28283.0
2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",1.0,26500000,Ready_to_move,Resale,Builder_Floor,8923.0
2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,18500000,Ready_to_move,Resale,Builder_Floor,8222.0
1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,30000000,Ready_to_move,Resale,Builder_Floor,20000.0
1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,14550.0
400.0,2,2.0,Furnished,,1.0,9000000,Ready_to_move,Resale,Builder_Floor,14550.0
2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,65000000,Ready_to_move,Resale,Builder_Floor,30093.0
630.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22500000,Ready_to_move,Resale,Builder_Floor,35714.0
324.0,6,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,8700000,Ready_to_move,Resale,Builder_Floor,35714.0
720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,35714.0
675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,18500000,Ready_to_move,Resale,Builder_Floor,35714.0
700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,New_Property,Builder_Floor,22857.0
675.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,Resale,Builder_Floor,22857.0
720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,9000000,Ready_to_move,Resale,Builder_Floor,12500.0
850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,12500.0
801.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,New_Property,Builder_Floor,
450.0,1,2.0,Unfurnished,Laxmi Nagar,1.0,2700000,Ready_to_move,Resale,Builder_Floor,
1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6500000,Ready_to_move,Resale,Apartment,
990.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,4000000,Ready_to_move,Resale,Apartment,4040.0
420.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,4040.0
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor,7778.0
1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7500000,Ready_to_move,Resale,Apartment,7778.0
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,7778.0
800.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,4500000,Ready_to_move,New_Property,Builder_Floor,7778.0
720.0,3,3.0,Semi-Furnished,Laxmi Nagar,2.0,5500000,Ready_to_move,Resale,Builder_Floor,7778.0
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2.0,2700000,Ready_to_move,New_Property,Builder_Floor,7778.0
675.0,2,2.0,Furnished,Laxmi Nagar,2.0,2400000,Ready_to_move,Resale,Builder_Floor,32000.0
1700.0,4,3.0,Unfurnished,Laxmi Nagar,2.0,11500000,Ready_to_move,New_Property,Builder_Floor,32000.0
550.0,2,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,3600000,Ready_to_move,New_Property,Builder_Floor,32000.0
387.0,1,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,1700000,Ready_to_move,New_Property,Builder_Floor,32000.0
450.0,2,1.0,Unfurnished,"Lalita Park, Laxmi Nagar",2.0,2500000,Ready_to_move,Resale,Apartment,32000.0
900.0,4,2.0,Furnished,Laxmi Nagar,1.0,6600000,Ready_to_move,Resale,Builder_Floor,32000.0
500.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3700000,Ready_to_move,Resale,Builder_Floor,32000.0
441.0,2,1.0,Unfurnished,"Krishan Kunj, Laxmi Nagar",1.0,3500000,Ready_to_move,Resale,Apartment,32000.0
800.0,3,2.0,Semi-Furnished,"Lalita Park, Laxmi Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,32000.0
450.0,2,2.0,Semi-Furnished,Laxmi Nagar ,1.0,2550000,Ready_to_move,New_Property,Builder_Floor,5666.0
1000.0,3,3.0,Furnished,Laxmi Nagar ,1.0,12500000,Ready_to_move,Resale,Builder_Floor,5666.0
715.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,5600000,Ready_to_move,Resale,Apartment,5666.0
600.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,11667.0
540.0,2,1.0,Unfurnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor,11667.0
312.0,4,4.0,Furnished,"Bank Enclave, Laxmi Nagar",1.0,35000000,Ready_to_move,Resale,Apartment,112179.0
810.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,9000000,Ready_to_move,Resale,Builder_Floor,11111.0
270.0,1,1.0,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1.0,2300000,Ready_to_move,Resale,Builder_Floor,11111.0
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Builder_Floor,11111.0
1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Apartment,11111.0
540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2650000,Ready_to_move,New_Property,Builder_Floor,
950.0,3,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.0,4370000,Ready_to_move,New_Property,Apartment,4600.0
1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000,Ready_to_move,New_Property,Apartment,4620.0
540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,5000.0
540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000,Ready_to_move,New_Property,Apartment,6111.0
1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,6111.0
500.0,2,2.0,Semi-Furnished,Dwarka Mor,1.0,3200000,Ready_to_move,New_Property,Builder_Floor,6111.0
540.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,6111.0
780.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,4000000,Ready_to_move,New_Property,Builder_Floor,6111.0
450.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,1850000,Ready_to_move,New_Property,Builder_Floor,6111.0
360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,1700000,Ready_to_move,New_Property,Builder_Floor,6111.0
900.0,3,2.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,2800000,Ready_to_move,New_Property,Builder_Floor,6111.0
495.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2150000,Ready_to_move,New_Property,Builder_Floor,6111.0
1200.0,4,3.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,6800000,Ready_to_move,New_Property,Builder_Floor,6111.0
1000.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,6200000,Ready_to_move,New_Property,Builder_Floor,6111.0
620.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,3100000,Ready_to_move,New_Property,Builder_Floor,6111.0
680.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3400000,Ready_to_move,New_Property,Builder_Floor,6111.0
805.0,2,2.0,Unfurnished,"Kiran Garden, Uttam Nagar",1.0,4000000,Ready_to_move,Resale,Builder_Floor,6111.0
729.0,2,2.0,Semi-Furnished,"Mohan Garden, Razapur Khurd",1.0,4800000,Ready_to_move,Resale,Builder_Floor,6584.0
540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2500000,Ready_to_move,New_Property,Builder_Floor,6584.0
360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,6584.0
550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,1900000,Ready_to_move,New_Property,Builder_Floor,6584.0
1001.0,3,2.0,Furnished,"Mitya Homes, Dwarka Mor",1.0,5800000,Ready_to_move,New_Property,Builder_Floor,5794.0
450.0,2,2.0,Unfurnished,Dwarka Mor,1.0,2900000,Ready_to_move,Resale,Builder_Floor,5794.0
550.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,5794.0
550.0,2,2.0,Semi-Furnished,Uttam Nagar ,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,5794.0
675.0,2,1.0,Unfurnished,Uttam Nagar,1.0,2900000,Ready_to_move,Resale,Builder_Floor,5794.0
585.0,2,2.0,Unfurnished,Uttam Nagar,1.0,3200000,Ready_to_move,Resale,Builder_Floor,5794.0
810.0,3,2.0,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,5794.0
765.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3800000,Ready_to_move,Resale,Builder_Floor,5794.0
4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,135000000,Almost_ready,New_Property,Apartment,28797.0
3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,93000000,Almost_ready,New_Property,Apartment,23840.0
70.0,2,3.0,Furnished,"Patel Nagar South, Patel Nagar",1.0,8200000,Ready_to_move,New_Property,Builder_Floor,23840.0
800.0,3,2.0,Unfurnished,Patel Nagar West,1.0,8000000,Ready_to_move,Resale,Builder_Floor,23840.0
900.0,3,2.0,Semi-Furnished,Patel Nagar West,1.0,9500000,Ready_to_move,Resale,Builder_Floor,23840.0
1680.0,4,5.0,Semi-Furnished,Patel Nagar West,1.0,20000000,Ready_to_move,Resale,Builder_Floor,23840.0
900.0,2,2.0,Furnished,Patel Nagar West,3.0,7400000,Ready_to_move,Resale,Builder_Floor,23840.0
